Actor Node | Step: 81300 | Output Action: [0.28433907 0.79633754]
Actor Node | Step: 81400 | Output Action: [0.892133   0.40854287]
Actor Node | Step: 81500 | Output Action: [-0.27398452  0.1613127 ]
Actor Node | Step: 81600 | Output Action: [ 0.5868354  -0.07746902]
Actor Node | Step: 81700 | Output Action: [0.5875274 1.       ]
Actor Node | Step: 81800 | Output Action: [ 0.8480494  -0.41249287]
Actor Node | Step: 81900 | Output Action: [ 0.68345815 -0.48348233]
Actor Node | Step: 82000 | Output Action: [-0.6936525  -0.07376211]
Actor Node | Step: 82100 | Output Action: [-0.6476053 -0.1947873]
Actor Node | Step: 82200 | Output Action: [0.19982435 0.78454477]
Actor Node | Step: 82300 | Output Action: [-0.6655442  -0.06419062]
Actor Node | Step: 82400 | Output Action: [-0.16533472  0.3652936 ]
Actor Node | Step: 82500 | Output Action: [1.        0.6307042]
Actor Node | Step: 82600 | Output Action: [0.8404571  0.45316154]
Actor Node | Step: 82700 | Output Action: [0.13305849 0.20752221]
Actor Node | Step: 82800 | Output Action: [-0.3039659  0.6082262]
Actor Node | Step: 82900 | Output Action: [-0.1653957   0.74810153]
Actor Node | Step: 83000 | Output Action: [ 0.44897312 -0.20930791]
Actor Node | Step: 83100 | Output Action: [-0.8171132  -0.33043826]
Actor Node | Step: 83200 | Output Action: [0.84605056 0.07156929]
Actor Node | Step: 83300 | Output Action: [ 0.7411361 -0.6944024]
Actor Node | Step: 83400 | Output Action: [-0.55372214 -0.3421575 ]
Actor Node | Step: 83500 | Output Action: [-0.72079575  0.9985242 ]
Actor Node | Step: 83600 | Output Action: [ 0.76540685 -1.        ]
Actor Node | Step: 83700 | Output Action: [0.2153831 0.5438478]
Actor Node | Step: 83800 | Output Action: [ 0.5109676  -0.33043107]
Actor Node | Step: 83900 | Output Action: [ 0.18950506 -0.7596599 ]
Actor Node | Step: 84000 | Output Action: [-0.47365606  0.5952578 ]
Actor Node | Step: 84100 | Output Action: [-0.92068183  0.88952893]
Actor Node | Step: 84200 | Output Action: [-0.15865383  0.5445958 ]
Actor Node | Step: 84300 | Output Action: [-1.         -0.33018336]
Actor Node | Step: 84400 | Output Action: [ 0.38648236 -1.        ]
Actor Node | Step: 84500 | Output Action: [ 0.58849186 -0.14530428]
Actor Node | Step: 84600 | Output Action: [0.10741697 0.44373143]
Actor Node | Step: 84700 | Output Action: [-0.7714585 -0.7829001]
Actor Node | Step: 84800 | Output Action: [0.49473614 0.17958914]
Actor Node | Step: 84900 | Output Action: [-0.6399665 -0.3761292]
Actor Node | Step: 85000 | Output Action: [-0.1852898  -0.35974342]
Actor Node | Step: 85100 | Output Action: [-0.55215895  0.9810827 ]
Actor Node | Step: 85200 | Output Action: [-0.3602506 -0.4878777]
Actor Node | Step: 85300 | Output Action: [-0.55747235  0.6718038 ]
Actor Node | Step: 85400 | Output Action: [-0.3166497   0.56119436]
Actor Node | Step: 85500 | Output Action: [ 0.7186722 -0.5950195]
Actor Node | Step: 85600 | Output Action: [-0.17697912  0.4383314 ]
Actor Node | Step: 85700 | Output Action: [-0.36725858  0.00076772]
Actor Node | Step: 85800 | Output Action: [0.4575264  0.46498793]
Actor Node | Step: 85900 | Output Action: [0.46045962 0.6974679 ]
Actor Node | Step: 86000 | Output Action: [-0.60205066 -0.56281257]
Actor Node | Step: 86100 | Output Action: [ 0.9217766  -0.04271415]
Actor Node | Step: 86200 | Output Action: [-0.59728616 -0.5758628 ]
Actor Node | Step: 86300 | Output Action: [0.18960884 0.4110949 ]
Actor Node | Step: 86400 | Output Action: [-0.12992819  0.08677931]
Actor Node | Step: 86500 | Output Action: [-0.05603546  0.5509581 ]
Actor Node | Step: 86600 | Output Action: [-0.95311123 -0.15693809]
Actor Node | Step: 86700 | Output Action: [-0.34650472  0.26262182]
Actor Node | Step: 86800 | Output Action: [-0.8963077   0.44730723]
Actor Node | Step: 86900 | Output Action: [ 0.04560697 -0.930185  ]
Actor Node | Step: 87000 | Output Action: [0.04852567 0.14678057]
Actor Node | Step: 87100 | Output Action: [-0.5384656  -0.86049336]
Actor Node | Step: 87200 | Output Action: [0.7401716  0.25536135]
Actor Node | Step: 87300 | Output Action: [-0.5529748   0.46142012]
Actor Node | Step: 87400 | Output Action: [-0.5612307  -0.20607574]
Actor Node | Step: 87500 | Output Action: [ 0.78258145 -1.        ]
Actor Node | Step: 87600 | Output Action: [0.06068599 0.08916079]
Actor Node | Step: 87700 | Output Action: [-0.19390716  0.35416275]
Actor Node | Step: 87800 | Output Action: [0.02206482 0.15712513]
Actor Node | Step: 87900 | Output Action: [ 0.48846006 -0.10786457]
Actor Node | Step: 88000 | Output Action: [0.44633    0.84434116]
Actor Node | Step: 88100 | Output Action: [-0.73433536 -0.07875018]
Actor Node | Step: 88200 | Output Action: [ 0.9152878  -0.88741094]
Actor Node | Step: 88300 | Output Action: [-0.58792245  1.        ]
Actor Node | Step: 88400 | Output Action: [0.36323503 0.39588484]
Actor Node | Step: 88500 | Output Action: [ 0.90856785 -0.7820856 ]
Actor Node | Step: 88600 | Output Action: [ 1. -1.]
Actor Node | Step: 88700 | Output Action: [-0.27078816 -0.00472412]
Actor Node | Step: 88800 | Output Action: [0.51000065 0.6152371 ]
Actor Node | Step: 88900 | Output Action: [ 0.36178872 -0.72020435]
Actor Node | Step: 89000 | Output Action: [-0.6826305   0.38759366]
Actor Node | Step: 89100 | Output Action: [-0.6870976 -0.0178576]
Actor Node | Step: 89200 | Output Action: [-0.84198034  0.43578777]
Actor Node | Step: 89300 | Output Action: [-0.93899024 -0.26785234]
Actor Node | Step: 89400 | Output Action: [-0.14701025  0.7519272 ]
Actor Node | Step: 89500 | Output Action: [ 0.24195771 -0.2945377 ]
Actor Node | Step: 89600 | Output Action: [1.         0.06637399]
Actor Node | Step: 89700 | Output Action: [-0.24758522 -0.39309052]
Actor Node | Step: 89800 | Output Action: [-0.72634286 -0.17227753]
Actor Node | Step: 89900 | Output Action: [0.01030622 0.48830968]
Actor Node | Step: 90000 | Output Action: [ 0.6759641  -0.46830973]
Actor Node | Step: 90100 | Output Action: [ 0.5926795  -0.96353763]
Actor Node | Step: 90200 | Output Action: [-0.30160755 -0.39138907]
Actor Node | Step: 90300 | Output Action: [0.20899475 0.14529814]
Actor Node | Step: 90400 | Output Action: [ 0.4077525  -0.47041988]
Actor Node | Step: 90500 | Output Action: [ 1.         -0.77207947]
Actor Node | Step: 90600 | Output Action: [ 0.28575802 -0.99490035]
Actor Node | Step: 90700 | Output Action: [-0.36167538  0.85027087]
Actor Node | Step: 90800 | Output Action: [ 0.91502815 -0.12886715]
Actor Node | Step: 90900 | Output Action: [0.31000286 0.5096938 ]
Actor Node | Step: 91000 | Output Action: [ 0.6355814 -0.7410021]
Actor Node | Step: 91100 | Output Action: [ 0.09927934 -0.7011642 ]
Actor Node | Step: 91200 | Output Action: [0.8205533  0.64304686]
Actor Node | Step: 91300 | Output Action: [-0.34600845 -0.15769666]
Actor Node | Step: 91400 | Output Action: [ 0.03097482 -0.50008035]
Actor Node | Step: 91500 | Output Action: [-0.0371343   0.44315764]
Actor Node | Step: 91600 | Output Action: [ 0.04590114 -0.26536676]
Actor Node | Step: 91700 | Output Action: [-0.46609357  0.47031292]
Actor Node | Step: 91800 | Output Action: [0.2151934  0.18105505]
Actor Node | Step: 91900 | Output Action: [-0.09500392  0.26475623]
Actor Node | Step: 92000 | Output Action: [ 0.08927044 -0.45981538]
Actor Node | Step: 92100 | Output Action: [-0.29087633 -0.9848622 ]
Actor Node | Step: 92200 | Output Action: [-0.7876674  0.3373941]
Actor Node | Step: 92300 | Output Action: [-0.9409593 -0.5674887]
Actor Node | Step: 92400 | Output Action: [ 0.13186084 -0.20561615]
Actor Node | Step: 92500 | Output Action: [ 0.50834876 -0.83060473]
Actor Node | Step: 92600 | Output Action: [-0.06438082 -0.881519  ]
Actor Node | Step: 92700 | Output Action: [-1.          0.51675254]
Actor Node | Step: 92800 | Output Action: [ 0.67705274 -0.8339928 ]
Actor Node | Step: 92900 | Output Action: [ 0.4289509 -1.       ]
Actor Node | Step: 93000 | Output Action: [-0.8382439   0.08164093]
Actor Node | Step: 93100 | Output Action: [ 0.9855834  -0.50391287]
Actor Node | Step: 93200 | Output Action: [ 0.6625853 -0.8855523]
Actor Node | Step: 93300 | Output Action: [-0.38045537  1.        ]
Actor Node | Step: 93400 | Output Action: [-0.25993    -0.94332445]
Actor Node | Step: 93500 | Output Action: [0.2516629 0.8980839]
Actor Node | Step: 93600 | Output Action: [-0.35230955  0.93032575]
Actor Node | Step: 93700 | Output Action: [0.61664706 0.0898665 ]
Actor Node | Step: 93800 | Output Action: [-0.48833352 -0.2884921 ]
Actor Node | Step: 93900 | Output Action: [0.45356533 0.9173341 ]
Actor Node | Step: 94000 | Output Action: [-0.84731543 -0.42187324]
Actor Node | Step: 94100 | Output Action: [-1.         0.6725468]
Actor Node | Step: 94200 | Output Action: [ 0.06575816 -0.63699645]
Actor Node | Step: 94300 | Output Action: [ 0.3708961  -0.41679323]
Actor Node | Step: 94400 | Output Action: [-0.12843214  0.7545962 ]
Actor Node | Step: 94500 | Output Action: [ 1.         -0.72198874]
Actor Node | Step: 94600 | Output Action: [-0.67424464  0.16812553]
Actor Node | Step: 94700 | Output Action: [0.52985626 0.83796114]
Actor Node | Step: 94800 | Output Action: [-0.7960093   0.26669002]
Actor Node | Step: 94900 | Output Action: [ 0.55143267 -0.7727907 ]
Actor Node | Step: 95000 | Output Action: [-0.47543263  0.53536266]
Actor Node | Step: 95100 | Output Action: [-0.567535    0.16028203]
Actor Node | Step: 95200 | Output Action: [-0.5471743  -0.68205434]
Actor Node | Step: 95300 | Output Action: [0.47247306 0.1590158 ]
Actor Node | Step: 95400 | Output Action: [ 1.         -0.52740777]
Actor Node | Step: 95500 | Output Action: [ 0.4847384 -1.       ]
Actor Node | Step: 95600 | Output Action: [ 0.8606119  -0.21441147]
Actor Node | Step: 95700 | Output Action: [ 0.6405242 -0.6464502]
Actor Node | Step: 95800 | Output Action: [-0.90172195 -0.16312753]
Actor Node | Step: 95900 | Output Action: [ 0.57975316 -0.788404  ]
Actor Node | Step: 96000 | Output Action: [-0.37981787  0.14271961]
Actor Node | Step: 96100 | Output Action: [-0.06191136  0.03672345]
Actor Node | Step: 96200 | Output Action: [ 1.     -0.8635]
Actor Node | Step: 96300 | Output Action: [ 0.53281236 -0.12948616]
Actor Node | Step: 96400 | Output Action: [-0.4715015  0.1134465]
Actor Node | Step: 96500 | Output Action: [ 1.         -0.71694326]
Actor Node | Step: 96600 | Output Action: [ 0.04226154 -0.22105251]
Actor Node | Step: 96700 | Output Action: [ 0.5259954  -0.63377446]
Actor Node | Step: 96800 | Output Action: [-0.21564819 -0.24690928]
Actor Node | Step: 96900 | Output Action: [-0.11378369  0.23327346]
Actor Node | Step: 97000 | Output Action: [-0.70371294  0.15099521]
Actor Node | Step: 97100 | Output Action: [-0.85898954  0.13158512]
Actor Node | Step: 97200 | Output Action: [-0.38207316  0.23952447]
Actor Node | Step: 97300 | Output Action: [0.79668415 0.5698159 ]
Actor Node | Step: 97400 | Output Action: [-0.8356202   0.42351422]
Actor Node | Step: 97500 | Output Action: [-0.69826335  0.18411444]
Actor Node | Step: 97600 | Output Action: [-0.25431108 -0.08330201]
Actor Node | Step: 97700 | Output Action: [ 0.67459744 -0.8263232 ]
Actor Node | Step: 97800 | Output Action: [-0.38262188 -0.3769003 ]
Actor Node | Step: 97900 | Output Action: [ 1. -1.]
Actor Node | Step: 98000 | Output Action: [-1.          0.17950536]
Actor Node | Step: 98100 | Output Action: [-0.07611874  0.44052213]
Actor Node | Step: 98200 | Output Action: [ 0.35802105 -0.01126943]
Actor Node | Step: 98300 | Output Action: [ 0.04589295 -0.9951269 ]
Actor Node | Step: 98400 | Output Action: [ 0.92402047 -0.9011659 ]
Actor Node | Step: 98500 | Output Action: [-0.46482685  0.34528995]
Actor Node | Step: 98600 | Output Action: [ 0.02219759 -0.24352637]
Actor Node | Step: 98700 | Output Action: [ 0.58100945 -1.        ]
Actor Node | Step: 98800 | Output Action: [ 0.4000243  -0.29576245]
Actor Node | Step: 98900 | Output Action: [ 0.02363667 -0.5969074 ]
Actor Node | Step: 99000 | Output Action: [ 0.7550049  -0.92776257]
Actor Node | Step: 99100 | Output Action: [-0.06871431  0.5952772 ]
Actor Node | Step: 99200 | Output Action: [ 0.29955485 -0.95828044]
Actor Node | Step: 99300 | Output Action: [ 0.3661221 -0.9101627]
Actor Node | Step: 99400 | Output Action: [ 0.7215625 -0.5057101]
Actor Node | Step: 99500 | Output Action: [-0.327886   -0.12362286]
Actor Node | Step: 99600 | Output Action: [-0.09812219 -0.36261526]
Actor Node | Step: 99700 | Output Action: [-0.06996599 -0.25487086]
Actor Node | Step: 99800 | Output Action: [ 0.07803843 -0.10697463]
Actor Node | Step: 99900 | Output Action: [-0.02142617 -0.8678462 ]
Actor Node | Step: 100000 | Output Action: [-0.39180553  0.4730023 ]
Actor Node | Step: 100100 | Output Action: [ 0.87817556 -1.        ]
Actor Node | Step: 100200 | Output Action: [ 0.5851552 -1.       ]
Actor Node | Step: 100300 | Output Action: [-0.6215294  0.1557524]
Actor Node | Step: 100400 | Output Action: [-0.70997536  0.01254448]
Actor Node | Step: 100500 | Output Action: [0.55849576 0.05006336]
Actor Node | Step: 100600 | Output Action: [-0.04410867 -0.9203234 ]
Actor Node | Step: 100700 | Output Action: [-0.08176176  0.19906043]
Actor Node | Step: 100800 | Output Action: [ 1.        -0.8855282]
Actor Node | Step: 100900 | Output Action: [-0.45215014 -0.29473191]
Actor Node | Step: 101000 | Output Action: [-0.49255478  0.3363311 ]
Actor Node | Step: 101100 | Output Action: [0.48019528 0.56454587]
Actor Node | Step: 101200 | Output Action: [-0.39742577 -0.2763618 ]
Actor Node | Step: 101300 | Output Action: [ 0.5950339 -1.       ]
Actor Node | Step: 101400 | Output Action: [ 0.32346678 -0.02531069]
Actor Node | Step: 101500 | Output Action: [ 0.72405374 -0.7183569 ]
Actor Node | Step: 101600 | Output Action: [-1.         -0.39137176]
Actor Node | Step: 101700 | Output Action: [-0.40726626 -0.6020962 ]
Actor Node | Step: 101800 | Output Action: [-0.12270188 -0.9078513 ]
Actor Node | Step: 101900 | Output Action: [ 0.14375693 -1.        ]
Actor Node | Step: 102000 | Output Action: [ 0.17025952 -0.7978604 ]
Actor Node | Step: 102100 | Output Action: [ 0.8211306 -1.       ]
Actor Node | Step: 102200 | Output Action: [-0.29016447  0.8328498 ]
Actor Node | Step: 102300 | Output Action: [ 0.8865767 -0.836711 ]
Actor Node | Step: 102400 | Output Action: [0.33413956 0.13808493]
Actor Node | Step: 102500 | Output Action: [ 0.5846133  -0.49108002]
Actor Node | Step: 102600 | Output Action: [ 1.       -0.819711]
Actor Node | Step: 102700 | Output Action: [0.503979   0.02736663]
Actor Node | Step: 102800 | Output Action: [-0.4506481   0.55765694]
Actor Node | Step: 102900 | Output Action: [ 1.         -0.34605625]
Actor Node | Step: 103000 | Output Action: [-0.37419942 -0.33518323]
Actor Node | Step: 103100 | Output Action: [ 0.10064574 -0.2592654 ]
Actor Node | Step: 103200 | Output Action: [ 0.5071113  -0.75283223]
Actor Node | Step: 103300 | Output Action: [ 0.86554605 -0.36261442]
Actor Node | Step: 103400 | Output Action: [-1.         -0.08314827]
Actor Node | Step: 103500 | Output Action: [ 0.57651716 -0.4132646 ]
Actor Node | Step: 103600 | Output Action: [0.39214036 0.36586457]
Actor Node | Step: 103700 | Output Action: [ 0.8099658 -0.9998192]
Actor Node | Step: 103800 | Output Action: [ 0.2720662 -0.7954028]
Actor Node | Step: 103900 | Output Action: [-0.34344232  0.90098244]
Actor Node | Step: 104000 | Output Action: [0.13674386 0.84659517]
Actor Node | Step: 104100 | Output Action: [0.40447378 0.13157596]
Actor Node | Step: 104200 | Output Action: [-0.19768246  0.47896072]
Actor Node | Step: 104300 | Output Action: [-0.88069415 -0.03107645]
Actor Node | Step: 104400 | Output Action: [0.36836934 0.5972637 ]
Actor Node | Step: 104500 | Output Action: [0.18856853 0.16475417]
Actor Node | Step: 104600 | Output Action: [-0.3857827   0.35610938]
Actor Node | Step: 104700 | Output Action: [0.2439062 0.0936853]
Actor Node | Step: 104800 | Output Action: [ 0.4729344 -1.       ]
Actor Node | Step: 104900 | Output Action: [-0.34720752 -0.39226234]
Actor Node | Step: 105000 | Output Action: [-0.61768305  0.4339454 ]
Actor Node | Step: 105100 | Output Action: [ 1. -1.]
Actor Node | Step: 105200 | Output Action: [ 0.18733884 -1.        ]
Actor Node | Step: 105300 | Output Action: [ 0.30751848 -0.8971296 ]
Actor Node | Step: 105400 | Output Action: [-0.44684723 -0.44069135]
Actor Node | Step: 105500 | Output Action: [0.3390889 0.8297915]
Actor Node | Step: 105600 | Output Action: [ 0.54977286 -0.19882542]
Actor Node | Step: 105700 | Output Action: [ 0.42429098 -0.8093023 ]
Actor Node | Step: 105800 | Output Action: [-0.13914576 -0.3294457 ]
Actor Node | Step: 105900 | Output Action: [ 0.43368053 -0.96351826]
Actor Node | Step: 106000 | Output Action: [-0.8358471  -0.33981246]
Actor Node | Step: 106100 | Output Action: [1.         0.48583737]
Actor Node | Step: 106200 | Output Action: [-0.59240913 -0.1835014 ]
Actor Node | Step: 106300 | Output Action: [-0.019935   -0.31937516]
Actor Node | Step: 106400 | Output Action: [-0.12324346  0.3932611 ]
Actor Node | Step: 106500 | Output Action: [-0.1443273  -0.31995815]
Actor Node | Step: 106600 | Output Action: [-0.01237236 -1.        ]
Actor Node | Step: 106700 | Output Action: [ 0.15735649 -0.49786285]
Actor Node | Step: 106800 | Output Action: [0.57243556 0.60456973]
Actor Node | Step: 106900 | Output Action: [1.        0.5572342]
Actor Node | Step: 107000 | Output Action: [ 0.7280835  -0.70357376]
Actor Node | Step: 107100 | Output Action: [0.16478744 0.71644706]
Actor Node | Step: 107200 | Output Action: [ 0.7595408 -1.       ]
Actor Node | Step: 107300 | Output Action: [ 0.37581316 -1.        ]
Actor Node | Step: 107400 | Output Action: [0.422732   0.41276577]
Actor Node | Step: 107500 | Output Action: [ 0.41742054 -0.74896926]
Actor Node | Step: 107600 | Output Action: [ 1.        -0.7555698]
Actor Node | Step: 107700 | Output Action: [-0.3927565  -0.71258193]
Actor Node | Step: 107800 | Output Action: [-0.04118758 -0.21284547]
Actor Node | Step: 107900 | Output Action: [-0.8631832  -0.14494438]
Actor Node | Step: 108000 | Output Action: [ 0.29634053 -0.22955883]
Actor Node | Step: 108100 | Output Action: [-0.18916166 -1.        ]
Actor Node | Step: 108200 | Output Action: [ 0.72097504 -0.3278265 ]
Actor Node | Step: 108300 | Output Action: [ 0.6286662 -0.8469602]
Actor Node | Step: 108400 | Output Action: [ 0.59643394 -0.9511269 ]
Actor Node | Step: 108500 | Output Action: [ 0.7892692 -1.       ]
Actor Node | Step: 108600 | Output Action: [ 0.24278693 -0.8667332 ]
Actor Node | Step: 108700 | Output Action: [ 0.38039765 -1.        ]
Actor Node | Step: 108800 | Output Action: [ 0.8902733 -1.       ]
Actor Node | Step: 108900 | Output Action: [ 0.24731798 -0.9874789 ]
Actor Node | Step: 109000 | Output Action: [-0.9637953   0.72652584]
Actor Node | Step: 109100 | Output Action: [0.9953196  0.23838258]
Actor Node | Step: 109200 | Output Action: [-0.74772334 -0.61268824]
Actor Node | Step: 109300 | Output Action: [-0.21632326  0.5311024 ]
Actor Node | Step: 109400 | Output Action: [-0.42571846 -0.96306384]
Actor Node | Step: 109500 | Output Action: [0.35212225 0.725636  ]
Actor Node | Step: 109600 | Output Action: [-0.02084616 -0.46051928]
Actor Node | Step: 109700 | Output Action: [ 1.        -0.6821211]
Actor Node | Step: 109800 | Output Action: [-0.18493344 -0.83945316]
Actor Node | Step: 109900 | Output Action: [-0.6789153  -0.05201874]
Actor Node | Step: 110000 | Output Action: [0.43553132 0.5960615 ]
Actor Node | Step: 110100 | Output Action: [ 0.1350945  -0.02151638]
Actor Node | Step: 110200 | Output Action: [ 0.9626307 -1.       ]
Actor Node | Step: 110300 | Output Action: [ 0.52554965 -1.        ]
Actor Node | Step: 110400 | Output Action: [-0.40427417  0.02657958]
Actor Node | Step: 110500 | Output Action: [-0.5792684  -0.27838036]
Actor Node | Step: 110600 | Output Action: [-0.6482463   0.04973935]
Actor Node | Step: 110700 | Output Action: [-0.21051876  0.07975259]
Actor Node | Step: 110800 | Output Action: [0.11486   0.8274115]
Actor Node | Step: 110900 | Output Action: [ 0.71596044 -0.94006896]
Actor Node | Step: 111000 | Output Action: [-0.37999505  0.48089632]
Actor Node | Step: 111100 | Output Action: [-0.68288356 -0.34940025]
Actor Node | Step: 111200 | Output Action: [-0.86562157  0.5519016 ]
Actor Node | Step: 111300 | Output Action: [-0.19147047  0.5126965 ]
Actor Node | Step: 111400 | Output Action: [-0.7342889  -0.90117353]
Actor Node | Step: 111500 | Output Action: [-0.3057871  -0.13221939]
Actor Node | Step: 111600 | Output Action: [-0.81597793 -0.7834276 ]
Actor Node | Step: 111700 | Output Action: [ 0.6868582 -1.       ]
Actor Node | Step: 111800 | Output Action: [ 0.85025644 -0.7882151 ]
Actor Node | Step: 111900 | Output Action: [ 0.04033777 -1.        ]
Actor Node | Step: 112000 | Output Action: [ 0.33999777 -0.6285723 ]
Actor Node | Step: 112100 | Output Action: [-0.5937056   0.34810862]
Actor Node | Step: 112200 | Output Action: [-1.        -0.1740155]
Actor Node | Step: 112300 | Output Action: [ 0.54226464 -0.98779523]
Actor Node | Step: 112400 | Output Action: [0.11880892 0.5966493 ]
Actor Node | Step: 112500 | Output Action: [ 0.65414745 -0.8195666 ]
Actor Node | Step: 112600 | Output Action: [ 1.        -0.8133272]
Actor Node | Step: 112700 | Output Action: [0.28557873 0.19744399]
Actor Node | Step: 112800 | Output Action: [ 0.740341  -0.9368292]
Actor Node | Step: 112900 | Output Action: [ 0.4831936  -0.56267637]
Actor Node | Step: 113000 | Output Action: [ 0.9173182 -1.       ]
Actor Node | Step: 113100 | Output Action: [ 0.68008333 -1.        ]
Actor Node | Step: 113200 | Output Action: [ 0.36747906 -1.        ]
Actor Node | Step: 113300 | Output Action: [ 0.99554855 -0.97286236]
Actor Node | Step: 113400 | Output Action: [-0.649838   -0.77582115]
Actor Node | Step: 113500 | Output Action: [-0.6761045  -0.18636242]
Actor Node | Step: 113600 | Output Action: [-1.        -0.2783624]
Actor Node | Step: 113700 | Output Action: [ 0.9614314 -1.       ]
Actor Node | Step: 113800 | Output Action: [-0.5258455  0.6649182]
Actor Node | Step: 113900 | Output Action: [-0.30535355  0.06547899]
Actor Node | Step: 114000 | Output Action: [-0.18328008 -0.24565586]
Actor Node | Step: 114100 | Output Action: [ 0.81759423 -0.5755944 ]
Actor Node | Step: 114200 | Output Action: [-0.6909118   0.19774508]
Actor Node | Step: 114300 | Output Action: [ 0.7697348  -0.96785563]
Actor Node | Step: 114400 | Output Action: [0.12261213 0.54085   ]
Actor Node | Step: 114500 | Output Action: [-0.10812777 -0.76980674]
Actor Node | Step: 114600 | Output Action: [ 0.48094353 -0.55362767]
Actor Node | Step: 114700 | Output Action: [ 0.39598268 -0.3053955 ]
Actor Node | Step: 114800 | Output Action: [ 0.5192138 -1.       ]
Actor Node | Step: 114900 | Output Action: [-0.5873614  -0.31709418]
Actor Node | Step: 115000 | Output Action: [ 0.23726095 -0.7943354 ]
Actor Node | Step: 115100 | Output Action: [-0.6331704  0.9936607]
Actor Node | Step: 115200 | Output Action: [ 0.07561934 -0.23609385]
Actor Node | Step: 115300 | Output Action: [ 0.8233024  -0.95462936]
Actor Node | Step: 115400 | Output Action: [-0.44265035 -1.        ]
Actor Node | Step: 115500 | Output Action: [-0.45963776  0.8769794 ]
Actor Node | Step: 115600 | Output Action: [ 0.6803904 -0.7724486]
Actor Node | Step: 115700 | Output Action: [ 0.903503  -0.8722835]
Actor Node | Step: 115800 | Output Action: [ 0.01711058 -0.23729521]
Actor Node | Step: 115900 | Output Action: [ 0.40706864 -1.        ]
Actor Node | Step: 116000 | Output Action: [ 0.85340804 -1.        ]
Actor Node | Step: 116100 | Output Action: [-0.31057835  0.53839695]
Actor Node | Step: 116200 | Output Action: [ 1.        -0.8429204]
Actor Node | Step: 116300 | Output Action: [-0.5244483 -0.2879566]
Actor Node | Step: 116400 | Output Action: [ 0.71986604 -0.8473334 ]
Actor Node | Step: 116500 | Output Action: [ 0.5345613 -1.       ]
Actor Node | Step: 116600 | Output Action: [-0.30870938 -0.40962777]
Actor Node | Step: 116700 | Output Action: [-0.69416285 -0.16923714]
Actor Node | Step: 116800 | Output Action: [ 0.6009851  -0.94197965]
Actor Node | Step: 116900 | Output Action: [-1.        -0.2092602]
Actor Node | Step: 117000 | Output Action: [-0.28797483  0.7509008 ]
Actor Node | Step: 117100 | Output Action: [ 0.6731057 -0.4475943]
Actor Node | Step: 117200 | Output Action: [-0.85983884 -0.29746383]
Actor Node | Step: 117300 | Output Action: [ 1. -1.]
Actor Node | Step: 117400 | Output Action: [-1.         -0.62747926]
Actor Node | Step: 117500 | Output Action: [ 0.8036906 -1.       ]
Actor Node | Step: 117600 | Output Action: [ 0.6136204  -0.68069005]
Actor Node | Step: 117700 | Output Action: [-0.04338115 -0.880765  ]
Actor Node | Step: 117800 | Output Action: [-0.37676325 -0.56896436]
Actor Node | Step: 117900 | Output Action: [ 1.        -0.9372765]
Actor Node | Step: 118000 | Output Action: [ 0.8043975 -0.7121218]
Actor Node | Step: 118100 | Output Action: [ 0.29897577 -0.16621917]
Actor Node | Step: 118200 | Output Action: [ 0.86285686 -0.80580324]
Actor Node | Step: 118300 | Output Action: [0.01583721 0.6218135 ]
Actor Node | Step: 118400 | Output Action: [ 0.14494643 -1.        ]
Actor Node | Step: 118500 | Output Action: [-0.42676887  0.51349217]
Actor Node | Step: 118600 | Output Action: [ 0.8349132 -1.       ]
Actor Node | Step: 118700 | Output Action: [ 0.79691696 -0.9720526 ]
Actor Node | Step: 118800 | Output Action: [ 0.14555998 -0.05221078]
Actor Node | Step: 118900 | Output Action: [ 1. -1.]
Actor Node | Step: 119000 | Output Action: [0.09576084 0.17182282]
Actor Node | Step: 119100 | Output Action: [ 0.1891837  -0.60768753]
Actor Node | Step: 119200 | Output Action: [ 1. -1.]
Actor Node | Step: 119300 | Output Action: [0.58304685 0.43178955]
Actor Node | Step: 119400 | Output Action: [-0.16469412 -0.9338494 ]
Actor Node | Step: 119500 | Output Action: [ 0.8017503 -0.9426876]
Actor Node | Step: 119600 | Output Action: [ 1. -1.]
Actor Node | Step: 119700 | Output Action: [ 1. -1.]
Actor Node | Step: 119800 | Output Action: [-0.5025317   0.30006722]
Actor Node | Step: 119900 | Output Action: [ 0.05890733 -1.        ]
Actor Node | Step: 120000 | Output Action: [ 0.6512084 -1.       ]
Actor Node | Step: 120100 | Output Action: [ 0.37296024 -0.7292355 ]
Actor Node | Step: 120200 | Output Action: [ 1. -1.]
Actor Node | Step: 120300 | Output Action: [ 1.         -0.72335863]
Actor Node | Step: 120400 | Output Action: [ 0.9492198 -1.       ]
Actor Node | Step: 120500 | Output Action: [-0.47146577 -0.1061136 ]
Actor Node | Step: 120600 | Output Action: [ 1. -1.]
Actor Node | Step: 120700 | Output Action: [ 0.74758035 -1.        ]
Actor Node | Step: 120800 | Output Action: [-0.3820078   0.34548804]
Actor Node | Step: 120900 | Output Action: [0.45304847 0.33090717]
Actor Node | Step: 121000 | Output Action: [ 0.83436817 -1.        ]
Actor Node | Step: 121100 | Output Action: [ 0.9914883 -1.       ]
Actor Node | Step: 121200 | Output Action: [ 0.54046947 -1.        ]
Actor Node | Step: 121300 | Output Action: [-0.42576975  0.46570355]
Actor Node | Step: 121400 | Output Action: [ 0.11196994 -0.39793274]
